Date;Text;likes;retweets;replys
2021-05-24;im knochenmark genesener covid patienten auch nach milder erkrankung finden sich bzellen für eine schnelle neue immunantwort auch monate nach der erkrankung und nach verlust der meisten antikörper. weiterer beleg für gute langfristprognose von impfungen ;3212;295;187
2021-05-23;es gab fragen wurde das geld versteuert na klar. und wieso nur quittung 3.000? obergrenze rest am dienstag. wird gepostet ;5091;147;451
2021-05-23;mit 2 monaten verspätung habe ich buchhonorarvorschuss vom 122020 an bundestag gemeldet. dabei fiel meinem büro auf dass alle nebeneinnahmen aus 201819 17.850  für 4 vorträge noch nicht gemeldet waren. riesenfehler für den ich gerade stehe 17.850  spende ich für indien ;14966;615;1967
2021-05-22;wichtige  info zu wirkung von impfungen gegen indische variante b1.617.2 im neuen uk datensatz 809 wirkung nach 2. impfung. vergleich britische variante b117 868. nur bei 1. impfung ist wirkung schwach. so ist b1.617.2 gut durch impfung vermeidbar  ;2930;370;342
2021-05-22;im saarland steigt die coronavirus inzidenz offenbar wieder leicht an. die lockerungen dort sind waghalsig und nicht ausreichend abgesichert durch den impffortschritt. wir brauchen noch 23 wochen konsequente disziplin.    ;3651;465;601
2021-05-22;die idee aus dem esc experiment zu lernen ob grossveranstaltungen mit über 1.000 teilnehmern wieder sicher sind ist abwegig. weil die besonderen vorkehrungen des experiments und der teilnehmer hawthorneeffekt sich nicht auf den alltag übertragen lassen. ;1572;103;169
2021-05-22;studie ist nur eine von vielen die zeigen dass energiewandel viel mehr arbeitsplätze schafft als er abbaut. der mangel an facharbeitskräften ist eine viel zu wenig beachtete bremse der energiewende. jetzt kommt es darauf an früh viele zu qualifizieren ;1494;194;89
2021-05-22;die impfbereitschaft in uk ist sehr beeindruckend. bei den gt 50 jährigen wird herdenimmunität erreicht. grosse wellen an sterbefällen sind so praktisch ausgeschlossen auch mit indischer variante. hoffentlich erreichen wir eine ähnlich gute impfquote. dafür müssen wir werben. ;5510;499;367
2021-05-22;die philosophie des positiven denkens ein absurder zwang in einer zeit drängender aufgaben. der sicherste weg seine zeit zu verschwenden. so stellen sich philosophen die hölle vor.   ;3709;381;229
2021-05-22;es ist höchste zeit uk zum variantengebiet zu erklären. die indische variante gehört zu den wenigen risiken die unseren sommer noch gefährden können. fallzahlanstieg in uk ist ungebrochen und deutet an dass diese variante in europa dominieren wird ;2548;324;225
2021-05-21;wirklich sehr gute nachrichten für schule und kita. impfung eltern und lehrer antigen testung und niedrige inzidenz haben infektionszahlen der schüler auf niedriges niveau in uk gebracht. zusammen mit impfung kinder dürfte das nächste schuljahr auch bei uns sehr normal werden. ;2684;209;332
2021-05-20;uk daten zeigen astrazeneca und biontech nach 2. impfung gleicher schutz vor krankheit 8590. astrazeneca daten sind zunehmend besser. abstand 2. dosis war hier aber ca 12 wochen. auch nach 1. dosis kein unterschied. astrazeneca wird stark unterschätzt  ;7078;1011;432
2021-05-18;2 antikörpermenge wie hier gemessen hat sich aber in der praxis als zuverlässiger indikator für den impfschutz erwiesen. daher dürfte die kombination astrazeneca mit biontech in der schutzwirkung sehr stark sein. die 2. impfung mit biontech geschah nach 812 wochen.;1330;57;75
2021-05-18;1 in einer spanischen studie mit über 600 teilnehmern zeigte sich die 2. impfung mit biontech nach erstimpfung mit astrazeneca als besonders wirksam im allerdings nur indirekten vergleich mit der 2. impfung mit astrazeneca. gemessen wurde antikörpermenge ;1992;210;177
2021-05-18;in canada wird die strategie der vorgezogenen 1. dosis erfolgreich umgesetzt. die fallzahlen wären auch bei uns dann noch schneller gesunken. jetzt wäre ein strategiewechsel aber nicht mehr sinnvoll. ;960;43;102
2021-05-18;3 modellierungen zeigen in uk daher neue wellen im herbst die nur durch eine sehr hohe impfquote gt85 verhinderbar sind. für uns wenn indische variante so viel ansteckender setzt sie sich auch bei uns durch. so wird auch bei uns der herbst von der impfquote abhängen;1331;135;132
2021-05-18;2 trotzdem steht uk vor problem. wenn 50 erstimpfung haben sinkt rwert schon um ca 13. da der rwert dieser mutante klar über 4 liegt ohne schutzmassnahmen ist aber nach öffnung mit steigender fallzahl zu rechnen. möglich wäre für b1.617.2 auch ein viel höherer rwert;1032;66;23
2021-05-18;1 einschätzungen zur indischen variante b1.617.2 werden langsam klarer. die ansteckungsrate im vergleich zu b117 scheint mindestens 50 höher zu liegen. ursache unklar vielleicht länger ansteckend oder die teilimmunität gegen impfstoffe. da impfung wirkt könnte uk glück haben ;1609;283;196
2021-05-18;3 hier der link zur studie im lancet ;553;24;11
2021-05-18;2 aber bei gt 60 jährigen war sterblichkeit sehr hoch. wegen des durchschnittsalters in afrika von 18 j wird pandemie afrika wahrscheinlich sehr viel weniger hart treffen. zu longcovid gibt es dort keine daten. risiko aber mutationen machen sarscov ansteckender und tödlicher;807;35;20
2021-05-18;1 wie hart wird coronapandemie afrika noch treffen? bisher gibt es wenige studien zur inzidenz. diese gute studie aus kenia zeigt dass sich vielleicht schon mehr als ein drittel der bevölkerung infiziert hat in städten noch mehr. der anteil toter an infizierten blieb gering;1117;79;69
2021-05-17;zum abschluss des tages ein hoffnungsschimmer der wichtig ist. sieht so aus als ob hohe impfquote in uk einen wiederanstieg der fallzahlen trotz zunahme der indischen variante b1.617.2 verhindern könnte. die stagnation bei älteren geimpften ist der grund. die impfungen wirken. ;3922;317;158
2021-05-17;das ist ein typisches beispiel für die verbreitung von lügen im netz. aus der lüge wird ein ...gate gemacht und man versucht in der blase der gleichgesinnten einen trend durch nutzung des hashtags zu setzen. wie erbärmlich das alles ist... ;6217;505;614
2021-05-17;so wird wahrscheinlich an pfingsten die aussengastromie geöffnet werden... ;14903;1365;708
2021-05-17;bin heute abend ab 21 uhr bei hart aber fair. thema wie wird der sommer was bedeuten die varianten für den reiseverkehr wie lange wirken impfungen. kommentare vor und nach sendung sehr willkommen.  ;1536;71;550
2021-05-17;hier die wichtige nature studie aus australien zu wirksamkeit impfstoffe. sie zeigt auch dass sputnik impfstoff hoch wirksam sein dürfte. ausserdem schützen alle impfstoffe wahrscheinlich lange vor schwerer krankheit. mutationen aber sind unberechenbar.  ;971;116;79
2021-05-17;das ist sehr eine wichtige und bisher noch fehlende erkenntnis. die studie aus australien zeigt dass antikörperbildung der impfstoffe auch ihre wirksamkeit gegen schwere erkrankung und tod vorhersagen. damit wird die entwicklung neuer impfstoffe und booster sehr viel einfacher. ;983;94;41
2021-05-17;3 die impfquote bei gt50 lj. muss auf über 85 gehoben werden. dazu müssen kinder geimpft werden. und wahrscheinlich wird man auch im herbst noch sehr viel testen müssen. vor allem bei grösseren veranstaltungen und in innenräumen.;1148;79;92
2021-05-17;2 gute nachricht wirkung aller impfstoffe die wir nutzen gegen indische variante. die südafrika variante b1.351 ist etwa 3 fach unempfindlicher gegen impfstoffe. die schlechte nachricht der wohl sehr hohe rwert. will man 5stellige todeszahlen im herbst verhindern gilt;933;57;17
2021-05-17;1 für jeden der sich tiefer mit frage beschäftigen will was im herbst und winter mit verbreitung der indischen mutation b.1.617.2 wohl folgen würde ein guter thread von . seine modellierung ist etwas optimistischer als die aus warwick er erklärt unterschiede gut ;1062;118;55
2021-05-17;es bleibt immer noch zu hoffen dass sich diese daten nicht bestätigen. wenn die indische variante b1.617.2 wirklich so ansteckend sein sollte die daten sind noch unklar würde sie sich wahrscheinlich weltweit durchsetzen. im herbst hätten wir dann auch spätestens ein problem ;2013;390;335
2021-05-17;jetzt werden legenden gebildet covid infizierte wären aus geldgier intensivmedizinisch versorgt worden. man habe daten manipuliert um druck auf politik zu machen. das ist unwürdig. 85.000 menschen sind tot zu viele. ohne aufopfernde leistung der kliniken wären es noch mehr ;5331;597;592
2021-05-15;diese noch vorläufige studie zeigt dass in manausbrasilien zwischen 1628  der p1 infektionen reinfektionen nach durchgemachter infektion waren. das zeigt wie hoch das risiko von mutationen auch für genesene ist. einreisequarantäne ist gegenmittel.  ;2275;310;235
2021-05-15;in uk sind führende wissenschaftler mittlerweile stark besorgt wegen indischer variante b1.617.2. wenn sie 40 ansteckender sie ist als britische variante b117 droht ein problem auch für uns. um es zu vermeiden sollte uk zum mutationsgebiet erklärt werden ;3989;659;562
2021-05-14;in uk ist die strategie voll aufgegangen die 2. dosis von biontech auf 12 wochen zu verlängern. schnelle 1. impfung hat ausbreitung von b117 massiv gestoppt. und nach 12 wochen 2. dosis hatten ältere 35 fach so viele antikörper wie nach 3 wochen 2. dosis ;4285;544;245
2021-05-13;sputnik ergebnisse bleiben leider widersprüchlich daten der studie konnten nicht unabhängig geprüft werden. die erwiderung der russischem wissenschaftler im  kann die zweifel nicht beseitigen. schade. auf der grundlage bleibt eine zulassung in europa unwahrscheinlich ;1749;225;175
2021-05-12;die indische variante haben wir unterschätzt. sie wird aber trotzdem unseren erfolg im sommer nicht gefährden.  ;2147;166;374
2021-05-12;bin heute abend bei markus lanz zu sehen. themen corona prognose für die nächsten wochen indische mutation longcovid und politische themen. kommentare sehr willkommen.  ;3250;128;816
2021-05-12;in teilen uk verdoppelt sich anteil indischer variante b1.617 jede woche und gefährdet dort öffnungsplan. das zeigt wie streng wir verhindern müssen die variante nicht in nächsten wochen zu bekommen. einreisende aus mutationsgebiet müssen in quarantäne  ;2989;466;257
2021-05-12;2 befund erklärt auch weshalb selbst nach leichter infektion auch bei jüngeren die gehirnschlagadern in ihrer funktion beeinträchtigt sind. für kinder befeutet dies dass eine infektion auch ohne lungensymtome vermieden werden sollte. ältere menschen erhöhen ihr demenzrisiko;3173;522;105
2021-05-12;1 diese wichtige studie aus kalifornien belegt was lange vermutet wurde. covid ist viel mehr eine gefässkrankheit als eine lungenkrankheit. das erklärt auch die schäden an nieren gehirn und herz. das spike protein selbst beschädigt die gefässe.  ;4815;1235;180
2021-05-11;sehr gute zusammenfassung dessen was zur indischen variante b1.617 bisher zu sagen ist. wohl deutlich ansteckender als wildtyp. gegen impfstoffe und vorinfektionen etwas resistenter aber weniger als zb südafrikavariante b1.351. impfungen dürften wirken ;1418;172;107
2021-05-11;3 wissenschaft und die kooperation  von wissenschaft und politik bringen uns durch die krise. ohne gute vorbeugende politik wäre die impfung zu spät gekommen. im klimawandel gilt das gleiche ohne senkung der co2 emissionen jetzt kommt die grüne wasserstoffwirtschaft zu spät.;1646;99;86
2021-05-11;2 wenn wir kipppunkte des klimawandels überschreiten sind die damit verbundenen schäden für das klima über jahrhunderte nicht reversibel. daher kann man nicht warten bis bisher nicht bekannte technologie das problem später für uns löst auf uns kommt es an. was lehrt corona?;1805;122;92
2021-05-11;1 über 100 nobelpreisträger plus führende wissenschaftler haben kurzes manifest verfasst was getan werden muss damit wir in den nächsten 10 jahren nicht grundlagen der zukunft unserer kinder nachhaltig zerstören. es ist so auf diese dekade kommt es an ;3401;640;116
2021-05-11;herzlichen glückwunsch auch von mir. die arbeit von  hat wesentlichen beitrag zur bewältigung der pandemie geleistet. super gute kommunikation von komplexen inhalten das hilft der demokratie. wissenschaft ist nicht demokratisch aber ohne wissenschaft keine demokratie ;8805;310;137
2021-05-11;dr. jördis frommhold ist pionierin im kf gegen longcovid. während für die meisten pandemie jetzt gefühlt zu ende geht dürfen wir die vielen menschen mit longcovid nicht zurücklassen. für sie hat der kf gegen covid oft gerade begonnen. wir brauchen mehr forschung und reha ;2053;207;91
2021-05-10;faszinierender artikel über den hoffentlich erfolgreichen versuch billigen massenimpfstoff auf hühnereibasis gegen covid zu entwickeln. technik ist einfach wie genial. wenn erfolgreich könnte jedes ärmere land mit der methode impfstoff selbst herstellen ;2019;206;97
2021-05-10;es ist erstaunlich und beängstigend wie schnell sich indische variante b1.617 in uk ausbreitet. diese analyse ist ohne reisende. sie zeigt dass wir sehr konsequent weiter die einreisende von fernreisen kontrollieren müssen. wir haben nur so gute chancen uns b1.627 zu ersparen ;2604;438;309
2021-05-10;die grafik zeigt auch dass mit mehr geld für globale impfforschung die welt so viel besser sein könnte. gerade ärmere länder leiden unter den bisher nicht erfundenen impfstoffen. und während bei covid reiche länder den booster vorbereiten sind ärmere noch weitgehend unversorgt. ;1013;91;66
2021-05-10;in us scheint herdenimmunität gegen covid kaum mehr erreichbar zu sein wenn das impftempo so weiter absinkt. spätestens im herbst würde sich dies rächen. es zeigt sich wie gefährlich demagogische instrumentalisierung medizinischwissenschaftlicher fragen für ein land sein kann ;2677;282;206
2021-05-10;2 mrna impfstoffen dürfte bei covid die zukunft gehören weil sie viel schneller auf neue mutationen angepasst werden können als vektorimpfstoffe. curevac könnte daher spät aber sehr erfolgreich in den markt der impfungen eintreten. allerdings braucht curevac us vorprodukte...;1732;69;36
2021-05-10;1 curevac daten werden könnten schon in nächster woche kommen. wenn der impfstoff ähnlich wirksam ist wie biontech hat er den grossen vorteil im kühlschrank gelagert werden zu können. für viele länder wäre das der einzige zugang zu mrna impfstoffen ;3054;258;71
2021-05-10;priorisierung beim johnsonjohnson impfstoff aufzugeben ist sinnvoll. er sollte aber jedem angeboten werden nicht nur gt 60 jährigen. da für die brennpunkte impfstoff fehlt sollte er dort als zusatzkontingent genutzt werden. risiko nebenwirkung ist gering ;1914;118;207
2021-05-09;die indische mutante b1617 setzt sich in uk zunehmend durch. die gute nachricht selbst nur 1 woche nach 2. astrazeneca dosis starb niemand im pflegeheim von 15 infizierten. die impfung schützte nicht vor ansteckung aber vor tod. ohne impfung wäre das ein wunder gewesen. ;3226;347;278
2021-05-08;2 somit ergeben sich zwei dinge kinder und ihre eltern müssen als ungeimpfte jetzt weiter geschützt sein. überstürztes öffnen gefährdet sonst langfristig ihre gesundheit. und wir müssen uns nach der bewältigung der 3. welle stärker um die vielen longcovid opfer kümmern;3269;404;202
2021-05-08;1 hier noch einmal die daten der uk ons studie zu longcovid. 7 der  infizierten kinder waren betroffen. diese studie  aus us zeigt dazu dass auch nach leichten fällen bei jüngeren gefässe zb halsschlagader verhärten. wie lange das anhält ist unklar ;2515;510;212
2021-05-08;diese uk modellierungsstudie zeigt  besonders klar dass die impfpriorisierung von älteren und vorerkrankten viel mehr todesfälle vermeidet als das schnelle gleichzeitige impfen ohne priorisierung. grosse weitere wellen werden bei impfquote gt70 verhindert ;1125;103;77
2021-05-08;gute grafik die zeigt wie viel gefährlicher covid als eine grippe ist auch für 30 jährige. covid wird ein wichtiges problem bleiben denn harmloser wird ein solches virus erst in jahrzehnten. daher muss eine schnelle impfstruktur von forschung bis zur impfung dauerhaft stehen ;1595;237;184
2021-05-08;wer so denkt denkt genau wie helmut kohl. auf deutschland kommt es nicht an und billiger strom und sprit sichern arbeitsplätze. all dies haben wissenschaftler und ökonomen widerlegt.  ist aus der zeit gefallen. ;11941;940;493
2021-05-08;ich möchte mich eigentlich nicht einmischen. aber auch ich habe diese seite von  auch schon erlebt. provokation auf kosten anderer um genannt zu werden ist ein politistil der die gesellschaft spaltet und den nur eine partei in deutschland zum system gemacht hat. ;4768;227;698
2021-05-08;gute besserung  es ist wirklich wichtig die letzten wochen vor der impfung noch vorsichtig zu sein. das drängeln nach zu schnellen öffnungen und lockerungen kostet opfer auf den letzten metern. das müssen wir noch zusammen durchhalten. ;3497;159;77
2021-05-08;3 im angesicht unbeschreiblicher menschlicher katastrophen in indien und südamerika kann patentschutz nicht heilig sein. bisher versagte eu darin eigene bürger früh zu impfen. vorschlag patentschutz fällt wenn lizenzproduktion oder kostenloser export nicht sichergestellt sind;1247;63;81
2021-05-08;2 wenn es stimmt ich bin es dass man ohne hilfe der patenthalter mrna nicht produzieren kann schadet der biden waiver ihnen langfristig nicht. vektor und proteinimpfstoffe gehen leichter. da helfen die patentfreigaben. will man die verhindern muss euus impfstoffe liefern;867;30;23
2021-05-08;1 guter artikel zu patenten für covid impfstoffe. es stimmt freigabe der patente löst impfstoffmangel nicht. trotzdem simplere impfstoffe können ärmere länder selbst produzieren. der schutz der mrna technologie darf nicht dazu führen dass nichts geht. ;1193;81;90
2021-05-07;die grafik ist wertvoll und beschreibt die studienlage. quintessenz astrazeneca lohnt für fast alle mit erhöhtem infektionsrisiko und für alle älteren. da eltern erhöhtes infektionsrisiko haben lohnt sich schneller astrazeneca termin auch für sie. ;1597;193;199
2021-05-07;gute studie welche risikofaktoren schweren covid verlauf machen. schade dass jetzt priorisierung kollabiert. ich empfehle jedem der sich auf dieser liste wiederfindet einen schnellen astrazeneca termin zu buchen. 3 wochen nach 1. impfung ist man sicher vor schwerem verlauf ;1046;182;80
2021-05-07;hier übersicht zur indischen variante in uk. der anstieg sieht nicht gut aus. wir sollten auf jeden fall gezielt nach den beiden hauptmutationen suchen in unserer routinesequenzierung. die variante ist wohl doch so ansteckend wie b117 und setzt sich so bei teilgeimpften durch ;1516;285;256
2021-05-07;uk hat jetzt indische variante b1.617 zu variant of concern hochgestuft. in nur 1. woche mehr als doppelt so viele fälle hälfte davon im zusammenhang mit reisen. das muss besorgen. die variante ist auch für deutschland problem wenn sie teilgeimpfte trifft ;3036;650;357
2021-05-06;in uk werden sorgen grösser dass sich indische variante stark verbreitet. es sind auch fälle bei 2fach astrazeneca geimpften bekannt zum glück nicht schwer. aber klar ist dass wir fallzahlen bei uns jetzt schnell reduzieren müssen schutz vor mutanten ;2922;381;300
2021-05-06;das ist leider nicht ganz falsch verstanden. epidemiologisch wäre ein anderes vorgehen sinnvoller gewesen. durch frühe astrazeneca zweitimpfung fehlen nötige erstimpfungen und der endgültige astrazeneca impfschutz sinkt ab was für mutationen im herbst kein vorteil ist ;4234;596;233
2021-05-06;heute abend bin ich ab 2215 uhr bei  zu sehen. es geht um impfungen urlaub sommerperspektive. kommentare vor und nach der sendung sehr willkommen. ;1431;77;548
2021-05-06;astrazeneca impfstoff lässt die 2. impfung auch schon nach 4 wochen zu. das würde ich aber auf keinen fall empfehlen. optimal wirkt der impfstoff bei 2. impfung nach 12 wochen. wenn jetzt viele frühe 2. astra impfung wollen sinkt zahl der erstimpfungen und wirkung zweitimpfung ;5814;894;361
2021-05-06;das wichtige impfprojekt in kölner brennpunkten soll nicht weiter gehen weil kein impfstoff vom land dafür vergeben wird. das ist klar ein fehler. brennpunkte tragen das höchste risiko und nirgendwo ist impfstoff nötiger. brennpunkten schulden wir hilfe ;5043;447;309
2021-05-05;ich bin sicher dass 3. welle letzte grosse welle sein wird. daher wäre es unverantwortlich wenn wir sie unnötig verlängern. das bringt unnötige tote auf den letzten metern des wettrennens impfung gegen virus. öffnungen erst wenn sicherheit es zulässt ;6880;550;470
2021-05-05;bundesverfassungsgericht hat die eilanträge abgelehnt. die begründung ist überzeugend mit anderem urteil rechne ich auch nicht im hauptverfahren. wissenschaftlich ist die sachlage zwar umstritten aber gerade die hochklassigen studien belegen das gesetz ;2559;180;383
2021-05-05;vor beginn 2. und 3. welle hatte deutschland covid bilanz um die uns die welt beneidet hat. leider konnten wir erfolg dann nicht wiederholen. jetzt kommt es darauf an die zahl der toten insgesamt so gering wie möglich zu halten. so knapp vor der impfung sollte niemand sterben ;3051;237;325
2021-05-05;das ist eine sehr gute zusammenfassung von  weshalb es sehr wahrscheinlich ist dass biontech impfstoff auch gegen die indische mutation b1.617 wirken dürfte. sie ist gegen impfungen weniger immunrestistent als die südafrikanische b1.351. ;825;67;54
2021-05-04;2 der hohe ct wert bedeutet gleichzeitig dass antigentests für geimpfte nichts bringen weil sie selbst bei den positiven negativ ausfallen würden. daher bringen antigentests bei geimpften keine brauchbaren ergebnisse.;1883;155;117
2021-05-04;1 oft kommt die frage woher wir wissen dass geimpfte keine grosse gefahr darstellen selbst wenn sie sich trotz impfung infizieren. daten aus uk zeigen dass sie dann einen sehr hohen ct wert über 30 haben. damit sind sie mit abstandsregel wahrscheinlich nicht ansteckend. ;2316;304;314
2021-05-04;3 jeder geimpfte fällt sowohl als quelle weiterer infektionen wie auch als opfer der infektion aus. dazu zeigen daten aus uk dass sich geimpfte 3 wochen vor impftermin weniger oft infizieren wahrscheinlich weil sie besonders vorsichtig vor der geplanten impfung sind.;2102;68;191
2021-05-04;2 ohne notbremse hätte es öffnungen in steigende fallzahlen hinein gegeben. das blieb aus. auch ausgangsbeschränkungen haben die kontakte reduziert. zusätzlich wirkt die testung durch antigentests infektionsketten werden früh erkannt und durchbrochen. impfungen wirken doppelt;1905;54;106
2021-05-04;1 weshalb sinken jetzt die fallzahlen? zunächst hat schon die diskussion um die osterruhe geholfen die bevölkerung ist über ostern vorsichtiger gewesen. dann half der klare appell der wissenschaftler vor der notbremse und die notbremse selbst. weil ;2723;213;698
2021-05-04;gute zusammenstellung für wen sich vektorimpfstoffe wie astrazenecajohnsonjohnson lohnen. wenn die infektionszahlen hoch sind für alle. wenn es geringe infektionszahlen gibt in zukunft hoffentlich der fall werden diese impfstoffe wahrscheinlich eine geringere rolle spielen ;699;68;48
2021-05-03;klimaschutzurteil des verfassungsgerichtes ist ein segen. im wahlkf müssen jetzt alle parteien rasch reagieren um grün gesinnte wähler zu gewinnen. im ergebnis kann ein sehr wichtiges gesetz noch vor bundestagswahl zustande kommen. das muss ziel sein! ;1240;64;179
2021-05-03;sehr gut recherchierter artikel zur frage ob schwangere gegen covid geimpft werden sollen. in der summe spricht deutlich mehr dafür als dagegen. besonders gilt das für das 2. und 3. trimester. zum 1. trimester fehlen die daten leider noch komplett.  ;1123;126;150
2021-05-03;die impfaktion in kölnchorweiler ist ein modell für viele brennpunkte. die menschen in brennpunkten leben auf engen raum haben viele kinder oft kein homeoffice es gibt sprachprobleme und es fehlt hausarztimpfstoff. daher sind hier sonderaktionen nötig ;3222;145;162
2021-05-03;bin ich der einzige der den münster tatort nie schaut weil er zu kitschig ist? diese chronische abneigung weiss ich aber gut von der me ebenfalls berechtigten kritik an  zu trennen. ;6448;161;945
2021-05-03;tabelle gibt bisher bekannten stand wirkung aller impfstoffe gegen wichtigste mutationen wieder. sehr gelungene übersicht. zeigt dass astrazeneca ein problem würde wenn die südafrikavariante oder p1 brasilien ankämen. wahrscheinlich würde astraz gegen indische variante wirken ;1359;272;155
2021-05-03;text ist in der tat sehr spannend. wir brauchen mehr wissenschaft in der politik nicht weniger. wissenschaft schafft freiheit von vermeidbarem leid und von demagogie durch angst. es ist unsinn fatalismus und faule kompromisse als demokratischer oder ausgewogener abzufeiern. ;2200;189;95
2021-05-03;in uk ist durch die kombi harter lockdown und schnelles impfen die sterbezahl auf gestern nur 1 toten gesunken. bei aller euphorie ist die zahl der menschen die in den nächsten wochen in deutschland noch an covid versterben werden viel zu hoch. ;3056;346;131
2021-05-03;hier im  podcast eine aktuelle  einschätzung der sich verbessernden corona lage. ;470;33;23
2021-05-03;die daten aus israel zeigen wie stark der impfeffekt ist wenn 60 der bevölkerung und über 80  der älteren geimpft sind. gleichzeitig belegen sie den wert von biontech der effekt ist so stark wie in studien kaum tote. unser ziel muss daher eine möglichst hohe impfquote sein. ;3904;344;197
2021-05-02;glückwunsch liebe manu. du machst anderen genau den mut den sie brauchen! ;3493;44;40
2021-05-02;400.000 malaria tote pro jahr die meisten sind kinder. trotzdem gibt es noch keine gut wirkende impfung. jetzt könnte ein durchbruch gelingen erneut ist die oxford uni treibende kraft. an impfungen auch für ärmere länder muss viel mehr geforscht werden.  ;3469;210;89
2021-05-02;hier eine übersicht welcher impfstoff gegen welche varianten wirkt. es ist nicht damit zu rechnen dass sich kurzfristig varianten entwickeln gegen die die 1. generation impfstoffe nicht wirken würden. im herbst kann das anders aussehen. ;2336;359;224
2021-05-02;hier meine einschätzung der lage. kommentare sehr willkommen.  ;4474;289;658
2021-05-02;danke! und er wird gut. ;12835;349;216
2021-05-01;der coronapandemie kann man nichts gutes abgewinnen eine katastrophe auf allen ebenen. trotzdem ist es ein erfolg dass ein so grosser teil der eu hilfsmittel investitionen in den klimaschutz zur bedingung hat. hier hat die eu stark funktioniert.   ;1680;84;118
2021-05-01;es zeigt sich immer klarer dass die indische variante b1.617 weniger gefährlich für geimpfte sein dürfte als die südafrika variante b1.351 oder p1 aus brasilien. das ist eine wichtige frage. ;2222;202;104
2021-05-01;diese zahlen zeigen wie stark der impfeffekt wird wenn 50  der bevölkerung eine erste dosis bekommen haben. ende mai wird dies für uns bedeuten dass die fallzahlen deutlich unter 50 fallen. wir sind jetzt in der letzten runde auf der schlussgeraden. der sommer wird gut werden ;15408;1597;846
2021-04-30;was heisst das übersetzt? weniger ausgaben für den öffentlichen dienst  zb krankenhäuser und mehr private altersvorsorge? wir sollten uns angewöhnen konkret zu sein. gilt nicht nur für merz gilt für uns alle. ;5295;318;273
2021-04-30;hier ist der unicef link für jeden der für indien jetzt spenden will. bitte teilen.  ;1592;596;150
2021-04-30;es ist ein unglaublicher skandal dass wir indien jetzt nicht noch stärker unterstützen. nirgendwo darf jemand sterben weil es an sauerstoffflaschen oder an der basisversorgung fehlt. die tote mutter auf dem motorrad geht uns alle an. ;5017;744;504
2021-04-30;2 im wahlkf kann sich keine partei leisten einen vernünftigen kompromiss zu verhindern. daher ist die gelegenheit gut falsche versprechungen und schuldzuweisungen müssen präzise analysiert werden. das urteil des bvgerichts kam daher genau zur richtigen zeit;1109;38;37
2021-04-30;1 obwohl die zeit knapp ist sollte ein klimaschutzgesetz noch vor der wahl beschlossen werden. dabei muss der stand der wissenschaft den inhalt bestimmen. je schneller deutschland den wandel hinter sich bringt je besser stehen wir auch wirtschaftlich da ;2071;146;172
2021-04-30;2 zum glück nutzen auch schon jetzt viele impfzentren 7 dosen biontech und 12 dosen astrazeneca. das ist richtig und gefährdet den impfschutz nicht. gerade die mrna impfstoffe sind ohnedies eher hoch dosiert so dass die wirkung selbst später als 6 wochen nach 1. dosis da ist;1257;34;42
2021-04-30;1 beim impfen nutzen wir 3 reserven zu wenig verlängerung abstand zur 2. impfung kein zurücklegen für 2. impfung und maximale dosis beim impfstoff durch verzicht auf totraum. würden wir alle drei reserven könnte im rekordtempo geimpft werden.  ;1886;162;115
2021-04-30;michael meyerhermann erklärt dass wir mit gleichen einschränkungen auch niedrigere inzidenz von 35 halten könnten. wir wählen aber 100. weshalb? weil wir nicht ziel verfolgen so wenige menschen wie geht sterben zu lassen sondern so viele wie die intensivstationen verkraften ;9730;1724;496
2021-04-29;die impfreihenfolge aufzuheben ist im grundsatz falsch. in den brennpunkt stadtteilen kann es aber sinnvoll sein. weil dies die gesamtmenge impfstoff die dort ankommt erhöht. mobile impfteams gehören dazu.  ;1472;61;148
2021-04-29;kombination notbremse plus schnelles impfen wirken. zwar auf zu hohem niveau von fällen und todesopfern aber ende mai kommt starke senkung. mir tut jeder einzelne leid der jetzt noch schwer erkrankt oder stirbt. daher habe ich sorry null verständnis für lockerungsdrängelei ;8861;794;568
2021-04-29;gepoolte pcr gurgeltests für schulen haben wir leider auch nie organisiert bekommen. sie wären viel zuverlässiger als antigentests. weil sie schon anschlagen bevor symptome kommen. trotzdem sind antigentests bis zur impfung ein segen.  ;2056;158;173
2021-04-29;was  für den klimaschutz bisher geleistet haben blamiert uns als etablierte parteien. herzlichen glückwunsch es ist ein sieg für uns alle. je schneller wir den klimawandel stoppen umso mehr freiheit vererben wir an unsere kinder  ;12042;865;275
2021-04-29;impfmobile in brennpunkten sind jetzt dringend nötig. weil bei johnsonjohnson impfstoff nur eine impfung nötig ist sollte er in brennpunkten mobil eingesetzt werden. brennpunkte führen zu besonders vielen intensivfällen und verhindern herdenimmunität ;3622;268;243
2021-04-28;wichtige studie aus warwick modelliert was passiert wenn zb nach impfung im sommer alle beschränkungen aufgehoben würden. selbst gute herdenimmunität liesse r wert gt1 erwarten. falls bei älteren der schutz vor tod auf 90 fiele gäbe es im herbst probleme ;1676;277;500
2021-04-28;sehr lesenswertes interview mit charité spezialistin zu chronic fatigue syndrom und longcovid. da dies besonders oft 2040 jährige frauen betrifft zeigt das interview wie wichtig es ist gerade mütter vor dieser sehr schweren erkrankung jetzt zu schützen ;3155;593;191
