Datum;Text;likes;retweets;replys;Uhrzeit des Tweets;Wochentag
2021-06-21;immer wieder das gleiche lied: weniger steuern damit wir gewählt werden. da wir aber in nur 24 jahren emmissionsfrei sein müssen geht das so nicht. der staat muss mehr investieren in kurzer zeit als je zuvor. es geht nur mit höheren steuern für reiche und schulden für investition https://t.co/hcstzb52ul;4064;341;278;12:56:04;Montag
2021-06-21;das ist, mit verlaub, quatsch. ct-werte wurden meist mitgeteilt. man hätte am quarantäne ende noch-positive mit hohen ct werten früher wieder aus quarantäne befreien können. aber für politik spielen ct werte keine rolle. alpha und delta variante haben gar gefährlichere ct werte https://t.co/rklgosaeqo;1257;86;641;01:09:46;Montag
2021-06-21;top interview von michael meyer-hermann. in der 2. welle der pandemie haben wir leider etwa 50.000 menschenleben verloren. niemand hat das klarer gesehen als er. er hatte recht ohne recht zu bekommen. verharmloser haben sich damals leider durchgesetzt. https://t.co/0tbmbw5i2n;2980;441;192;00:47:53;Montag
2021-06-20;thread von @thestanceman1 ist lesenswert. upshot: auch mit batterierucksack wird nach 25.000-50.000 km e-auto viel umweltfreundlicher als verbrenner. bald wird es auch billiger im kauf und unterhalt. da wasserstoffautos super teuer im kauf und verbrauch sind: nur nischenprodukte https://t.co/yiuqn1oogv;988;107;111;23:34:55;Sonntag
2021-06-20;der corona brennpunkt der welt ist jetzt südamerika. ohne massive impfstoffspenden spielt sich dort der dritte akt einer katastrophe ab. https://t.co/pzugbaxdu8;1544;190;141;22:26:20;Sonntag
2021-06-20;.@uefa ermittelt gegen dfb weil neuer ein zeichen der toleranz und des respekts trug. absurd. .@uefa sollte sich lieber fragen, wieso die wichtigsten spiele der em in london gespielt werden und damit spieler, fans und die bevölkerung unnötig der delta variante ausgesetzt werden https://t.co/2gpqmwei7d;8338;678;311;19:50:04;Sonntag
2021-06-20;die schlechte nachricht: in israel 2 grosse delta schulausbrüche trotz herdenimmunität der erwachsenen. das droht uns auch im herbst. die gute nachricht: in uk, us und russland verlangsamt sich das wachstum mit delta variante etwas. so begann der rückgang auch in indien. https://t.co/gmznqymwuc;1888;336;328;19:41:58;Sonntag
2021-06-20;die extreme konzentration der treibhausgasemissionen auf die einkommensstärksten 10% macht das problem grösser. ich kenne 3 parteien im deutschen bundestag, die sehr ungerne gegen diese klientel gesetze durchsetzten. https://t.co/bkpyi3pyug;1757;235;133;19:30:19;Sonntag
2021-06-20;kurzes video @gretathunberg bringt vieles auf den punkt. niemand will das hören. aber wenn wir nicht schnell anders essen, heizen, fahren und strom gewinnen kommen in folge pandemien, dürren, klimamigration und wasserkriege. es ist absurd, aber: kinder erkennen klarer was kommt https://t.co/alxij0u69i;7481;1163;600;01:39:15;Sonntag
2021-06-20;heisseste juninacht in den us jemals. im death valley tagsüber 53,2 grad! sehr bald brennt wieder kalifornien. wohin soll das  führen in 30 jahren? egal was wir jetzt tun, temperatur steigt noch für viele jahrzehnte. energiewende ist mit abstand wichtigstes problem unserer zeit https://t.co/mivmomc24e;8075;1180;472;00:57:56;Sonntag
2021-06-19;wenn kindern impfstoff angeboten würde wäre ein erneutes schuljahr mit wechselunterricht und maske vermeidbar. auf jeden fall ist die infektion mit der delta variante für kinder gefährlicher als die impfung mit biontech. https://t.co/dhz7ntq1nk;3864;552;773;20:11:17;Samstag
2021-06-19;der sympathische offensivfussball hat den verdienten sieg gebracht. ein tolles spiel, 6 tore, sehr fair. https://t.co/l19cuzu5wm;2195;31;101;19:56:32;Samstag
2021-06-19;supersympathischer offensivfussball gegen #portugal. das tor für portugal, ausgerechnet durch ronaldo, ist unverdient. hoffentlich können wir das drehen…;4212;49;402;18:16:40;Samstag
2021-06-19;die wöchentlichen proteste @fridayforfuture sind wertvolle investition in unsere gemeinsame zukunft. als politiker bin ich froh, dass es protestierende wie @luisamneubauer oder meine eigene tochter gibt. @fridayforfuture hat mehr für das klima erreicht als jede andere bewegung https://t.co/qyutybw7ya;3728;249;196;15:38:36;Samstag
2021-06-19;es ist voll unverantwortlich, die endspiele der em in england durchzuführen. das gefährdet die fans und im nachgang die bevölkerung europas. dazu gibt es das völlig falsche signal. besser wäre verlegung. das los könnte über austragungsort entscheiden.   https://t.co/wbrqj5dw1f;5222;459;520;11:01:57;Samstag
2021-06-19;die delta variante ist für ärmere länder eine katastrophe. ist ist so ansteckend dass man sich ohne lockdown, dort unbezahlbar, kaum schützen kann. der schwere verlauf trifft leider auch jüngere hart. wir hätten früher impfstoffkapazitäten aufbauen müssen https://t.co/ijkjmfvt2y;2964;417;530;09:26:49;Samstag
2021-06-18;delta variante hat indonesien erreicht und massiver ausbruch droht. offenbar ist sinovac impfstoff nicht stark genug, um delta variante zu verhindern. schlechte nachricht, viele nutzten sinovac. während für europa und us pandemie langsam endet, beginnt sie für arme länder https://t.co/p4gyglngee;1382;256;233;19:42:59;Freitag
2021-06-18;hier die einschätzung von @c_drosten und mir zur delta variante und zur corona prognose des sommers. kommentare willkommen https://t.co/ympf4qhjc5;1570;212;256;18:17:13;Freitag
2021-06-18;interessantes experiment. repräsentative bürger machen klimaschutz nach dem gespräch mit experten. ich glaube, dass die bevölkerung beim klimaschutz viel weiter ist, als wir politiker denken. die menschen sind nicht dumm und wissen, dass die grosse energiewende jetzt kommen muss https://t.co/xaitthmfgm;1213;106;107;15:38:48;Freitag
2021-06-18;grillfleisch verursacht 10x so viele treibhausgase wie vegetarische alternativen. es ist billig und ungesund. gleichzeitig wird oft der regenwald abgeholzt oder gar abgebrannt um weidefläche für rinder zu schaffen. ich esse seit 33 jahren kein fleisch mehr https://t.co/oqyedhsdz2;13284;1074;2537;14:48:47;Freitag
2021-06-18;ich schliesse mich den kollegen an.  die rasante verbreitung der delta variante in portugal wird nicht die einzige bleiben. im herbst wird die delta variante auch bei uns dominieren. wir müssen aktiv daran arbeiten, eine sehr hohe impfquote zu erreichen. https://t.co/sojtkjfns2;3043;400;425;10:47:13;Freitag
2021-06-18;hier mein @tagesthemen interview mit @carenmiosga zum fiasko des curevac impfstoffs und zur ausbreitung der delta variante https://t.co/ttmk95nwac;1417;134;110;01:49:29;Freitag
2021-06-17;(2) mit novavax kommt in kürze ein weiterer impfstoff in der 90% klasse. curevac wird auch als booster nicht gebraucht. vielleicht gelingt es, bei höherer dosierung eine ausreichende wirkung zu erzielen.;1481;48;89;16:29:46;Donnerstag
2021-06-17;(1) realistischerweise wird der curevac impfstoff in europa keine rolle mehr spielen. schon der astrazeneca impfstoff wird zunehmend ein ladenhüter. die menschen haben angst vor varianten, wie delta, und wollen nur die wirksamsten impfstoffe wie biontech oder moderna.;2266;114;234;16:29:45;Donnerstag
2021-06-17;es ist me absurd, wenn umweltverbände den bau einer riesenfabrik für e-autos blockieren. mit dieser haltung kommen wir nicht weiter. die kombination bahn plus fahrrad ist optimal, kann aber nicht erzwungen werden. e-autos werden daher gebraucht. https://t.co/lclswr2ihn;4434;273;540;00:46:12;Donnerstag
2021-06-16;curevac erreicht nur 47% wirksamkeit gegen covid19 jeden schweregrads.  verschiedene varianten waren betroffen. damit dürfte die wirkung gegen die delta variante alleine noch niedriger sein. schade, das team aus tübingen hätte erfolg verdient gehabt. https://t.co/uc2wlynq9l;2434;190;218;23:35:28;Mittwoch
2021-06-16;(2) im herbst wird die lage aber eine andere sein. dann wird der maskenschutz wegfallen und wir werden wieder viel drinnen sein. dann werden wahrscheinlich die ungeimpften ein sehr hohes risiko tragen.;1668;118;178;19:39:13;Mittwoch
2021-06-16;(1) diese grafiken zeigen sehr eindrucksvoll, dass delta variante zwar 90% der fälle in uk ausmacht, und auch mehr hospitalisierungen. aber insgesamt bleibt das niveau sehr niedrig. saisonalität und impfungen bremsen auch die delta variante stark. es besteht kein grund zur panik https://t.co/yk6qfmlz0y;1984;157;108;19:39:13;Mittwoch
2021-06-16;der anstieg lässt erwarten, dass im herbst die delta variante dominiert. die gute nachricht: doppelt geimpfte sind zu 90% geschützt. die schlechte: unsere kinder werden nicht geschützt sein. das ist ein fehler, zumal sich die meisten kinder die impfung wünschen. https://t.co/p7l49drvxj;3346;540;997;19:19:38;Mittwoch
2021-06-16;ich müsste lügen, ronaldo einen sympathieträger zu nennen. aber wenn er sich für „wasser statt cola“ einsetzt ist das sehr lobenswert. cola mit zucker ist gerade für jugendliche sehr ungesund und wird in ärmeren ländern viel zu viel konsumiert. https://t.co/pdwq9x8rro;6145;279;333;16:25:11;Mittwoch
2021-06-16;"leider droht eine verlangsamung der impfkampagne. de facto sind wir immer mehr auf biontech und moderna angewiesen. astrazeneca wird abnehmend gewünscht, j&amp;j kaum geliefert, und curevac fällt aus. herdenimmunität erreichen wir erst im september. https://t.co/vmx2e0vkec";1997;291;431;12:13:11;Mittwoch
2021-06-16;ich hatte auch 2:1 für deutschland getippt. stattdessen hätte es 3:0 gegen uns ausgehen können. @markus_soeder ist eindeutig schuld. er hat die spielfreude und kreativität unseres teams abgesogen... https://t.co/gkctxey5ds;9957;334;325;01:13:10;Mittwoch
2021-06-16;in den usa liegt der anteil der indischen delta variante jetzt schon bei 20%. die gesamt inzidenz liegt umgerechnet bei ungefähr 35 und sinkt kaum mehr. die impfquote steigt nur noch langsam. da baut sich leider ein perfekter sturm für den herbst auf. https://t.co/us24zbb4cf;1926;351;210;00:38:52;Mittwoch
2021-06-15;spannende und überraschende studie zur saisonalität der sarscov2 übertragung. könnte bei über 40 % liegen. bisherige studien gaben viel geringere werte. ich ging auch von weniger aus. das wäre gute nachricht. weil lockerungen im sommer den erfolg der impfung nicht gefährden würde https://t.co/gexf2pfppl;2367;262;648;18:58:30;Dienstag
2021-06-15;diese bilder zeigen genau das, was die em vermeiden sollte. während halb europa und 95% der ärmeren welt noch nicht geimpft sind verhält man sich so, als ob die pandemie vorüber wäre. rücksichtslos und unsportlich. https://t.co/ihjw4aku5g;13699;1319;1155;17:07:10;Dienstag
2021-06-15;die evaluation des rki zur corona warn app zeigt, dass diese mehr als 100.000 positive isolieren konnte. das ist halb so viel wie alle gesundheitsämter zusammen. die app ist viel besser als ihr ruf. ich packe meinen impfausweis darauf. https://t.co/nwsdtgijl1 https://t.co/yqarzkkzir;4922;591;130;10:20:45;Dienstag
2021-06-15;mal anderes thema aus der epidemiologie: studien werden immer stärker zum thema „gesund durch kaffee“. regelmässiger kaffee schützt wohl (zumindest teilweise) vor parkinson, depressionen, herzinfarkten, diabetes und prostatakrebs. ich bin eh kaffeejunkie https://t.co/3glbrbdood;10100;1053;694;00:55:12;Dienstag
2021-06-14;1/3 der krankenhausfälle mit der delta variante betrifft geimpfte, die meisten jedoch nur einmal geimpft. inzwischen macht die delta variante 90% der fälle aus. im herbst kann das für uns noch ein wichtiges problem werden.  https://t.co/pvrmjgbsww;2905;528;370;19:07:28;Montag
2021-06-14;heute habe ich kölner testzentrum besucht und mich für arbeit der letzten wochen bedankt. über den betrug einiger weniger darf nicht die leistung der vielen ehrlichen befleckt werden. testzentren haben durch das aussieben der superspreader inzidenz gesenkt https://t.co/bdnyteotjw;1467;54;60;17:59:50;Montag
2021-06-14;diese wichtige uk studie zeigt erneut klar, wie gefährlich schwere covid erkrankung auch langfristig ist. krankenhaus covid patienten erkranken in folge deutlich häufiger an nieren, herz und diabetes. wahrscheinlich erleiden die organe irreversible schäden https://t.co/tfznq2bhtu;1083;189;76;17:51:36;Montag
2021-06-14;hier zeigt sich, dass immer stärker kinder und jugendliche von der pandemie betroffen sind. ohne impfung werden sie im herbst leider in den schulen voll in das risiko geschickt. da covid gefährlicher als impfung ist würde ich meinem kind impfung raten https://t.co/bq1ah24whl https://t.co/g4jaozxll8;3785;693;854;12:05:28;Montag
2021-06-14;die explosion von fällen in uganda zeigt, dass die corona-pandemie leider noch lange nicht vorbei ist. alles hängt jetzt an der verfügbarkeit von impfstoffen. es bestätigt sich jeden tag, dass der aufbau von produktionskapazitäten viel zu spät kam. https://t.co/aoufsb6rb6;1664;186;144;01:46:06;Montag
2021-06-13;habe heute in köln-mülheim die stadtteilimpfung im kulturbunker besucht, symbolisch eine bürgerin selbst geimpft. alles war toll organisiert. johnson@johnson vac wurde geimpft. die stadtteilmütter waren am start um hochrisikoträger zu motivieren. es gibt so viele idealistinnen! https://t.co/t5qy3z2u4k;4438;132;140;21:51:07;Sonntag
2021-06-13;ein kompletter verzicht auf die maskenpflicht kurz vor der impfung von millionen ist nur eines: wahlkampf mit der gesundheit der bürger. natürlich kann die maskenpflicht draussen fast überall aufgehoben werden. draussen gibt es kein superspreading. aber drinnen eben leider doch https://t.co/7ifrvekor7;14242;1818;968;12:08:32;Sonntag
2021-06-12;klar. wurde höchste zeit. @koesterfabian ist kult... https://t.co/s6cmg52x36;2612;34;46;22:53:04;Samstag
2021-06-12;hier mein auftritt im podcast von @sallystarken und @ralphruthe. hat spass gemacht. thema war auch, was man aus covid19 für nächste pandemie lernen kann. leider ist es sehr wahrscheinlich, dass durch verlorenen regenwald weitere viruspandemien in nächsten jahrenzehnten drohen https://t.co/bsxxtovchv;849;79;85;14:32:47;Samstag
2021-06-12;den „100 tage bis zur wahl“ kalender habe ich schon besorgt. mega amüsant. die bekannten berliner parteiköpfe werden wahrlich(!) nicht geschont. ich auch nicht😊. meine frage an @lutzvanderhorst ist nur: geht ein einziger kalenderbesitzer nach den 100 tagen noch wählen🤔 https://t.co/zusbns0kjb;2733;75;58;13:36:05;Samstag
2021-06-12;die neue analyse zur interaktion von klima kipppunkten von ricarda winkelmann vom @pik_klima wird international besprochen. sie zeigt, dass wir auch unter 2 grad erwärmung kipppunktkaskade befürchten müssen. die nächsten 10 jahre sind entscheidend dafür. https://t.co/v4snvxbswa;926;194;72;13:10:23;Samstag
2021-06-12;(2) intensiv-auslastung war so stark dass 70% der ecmo pat. (künstliche lunge) gestorben sind. unter optimalen personal  bedingungen werden sterblichkeiten unter 50% erreicht. top kliniken haben am absoluten limit gearbeitet. der betrug kam von kliniken, die kaum covid versorgten;2375;206;113;12:17:38;Samstag
2021-06-12;(1) hier mein interview zu betrug und covid in krankenhäusern. die intensivkapazität war am limit. dass wir uns mehr covid fälle hätten „leisten“ können, jetzt oft behauptet, ist zynisch. wer das sagt hat noch nie todeskampf eines covid patienten gesehen.  https://t.co/prpkvym0j9;3520;438;383;12:17:37;Samstag
2021-06-12;wenn es nicht so traurig und gleichzeitig gefährlich wäre müsste man lachen. die afd identifiziert sich in teilen noch immer mit nazi „vaterlandskämpfern“. wer wählt eine solche partei? https://t.co/3qq6ln55ko;2095;190;220;11:53:52;Samstag
2021-06-12;die afd will geld sparen. die rechnung kommt später. das afd sparprogramm erinnert an den bauern, der die kühe mit der saat füttert. das klappt genau 1 mal... https://t.co/dgaohwmaat;3182;184;247;11:38:59;Samstag
2021-06-12;jetzt viel diskutierte arbeit lmu münchen: r-wert 3. welle sank schon vor bundesnotbremse. das stimmt. aber me hat diskussion über notwendigkeit des lockdowns mit message „covid knapp vor impfung“ lockdown vorbereitet. lockdown stabilisierte den erfolg https://t.co/yo5a6zh72q;797;46;147;10:55:43;Samstag
2021-06-11;geisterspiele mit wenigen zuschauern waren viel sicherer als ich gedacht hatte. auch fans waren diszipliniert. trotzdem ist es ein fehler, em spiele in uk durchzuführen. es provoziert weitere delta fälle. in uk steigt zahl covid hospitalisierungen steil https://t.co/14fkbgllkk;2404;198;249;18:05:29;Freitag
2021-06-11;wenn sich diese zahlen bestätigen hätte die indische delta variante in der letzten woche einen sprung gemacht und läge jetzt knapp unter 6%. das wäre keine gute entwicklung kurz vor wesentlichen lockerungen. https://t.co/p2vocwwcqg;1852;338;307;15:28:07;Freitag
2021-06-11;in kürzester zeit hat die delta variante jetzt die ebenfalls sehr ansteckende variante b117 fast voll verdrängt. das zeigt, wie vorsichtig wir sein müssen, diese variante nicht durch urlauber zu bekommen. so schnell wie sie wächst kann man nicht impfen. https://t.co/pvrmjgbsww;1896;368;196;13:53:44;Freitag
2021-06-11;(2) das ergebnis der studie entspricht nicht meiner erwartung und die daten der delta variante in uk sprechen auch dagegen. trotzdem hoffe ich, dass sich die studie bestätigt. ich irre mich sehr gerne wenn es unseren kindern hilft.;1836;68;66;12:59:19;Freitag
2021-06-11;(1) interessant studie aus israel die zeigt, dass bei hoher impfquote das risiko der infektion auch für die ungeimpften stark sinkt. nach den ergebnissen dieser studie wären kinder allein durch die impfung der erwachsenen im herbst ausreichend geschützt https://t.co/vtllbbbbgn;1744;163;101;12:59:18;Freitag
2021-06-10;@moominsusi von allem was wir der zeit wissen kann man nur schließen dass der moderna impfstoff gleich gut wirkt wie der biontech impfstoff.;259;4;11;20:52:01;Donnerstag
2021-06-10;es ist immer aufs neue erstaunlich, wie stark der biontech impfstoff wirkt. die in dieser studie gezeigte wirkung gegen indische delta variante lässt erwarten, dass biontech geimpfte im herbst vor schwerer covid erkrankung voll schützt. auch idealer boosterimpfstoff für ältere https://t.co/buvzaxdini;3062;319;307;20:02:05;Donnerstag
2021-06-10;bin heute abend ab 22:15 uhr bei @maybritillner. gerne kommentare vor oder nach der sendung, lese ich gerne. in der sendung geht es auch um eine bilanz unserer coronapolitik... https://t.co/qdi5sobdsk;656;36;260;17:56:31;Donnerstag
2021-06-10;das sehe ich auch so. die indische #deltavariante kommt zu spät nach deutschland um den sommer zu ruinieren. im herbst werden die karten aber leider neu gemischt. der entscheidende faktor ist dabei die erreichte impfquote. wir brauchen 80+% bei den erwachsenen. https://t.co/yjhibwcmuh;2396;291;239;17:08:03;Donnerstag
2021-06-10;das zeigt, wie viel absteckender die delta (indische) variante ist. die lockerungen sind ungefähr vergleichbar. was uns aber stark schützt ist der massive einsatz der schnelltests, gerade für innenbereiche. damit werden superspreader relativ zuverlässig entdeckt. https://t.co/teu5wocksh;1399;153;182;13:14:52;Donnerstag
2021-06-10;(2) bei meinem besuch auf der covid intensivstation 43i der @chariteberlin konnte ich mir gestern noch einmal ein bild davon machen, wie aufwändig und schwer die ecmo behandlung ist. über monate wird für das leben eines einzelnen gekämpft. der jüngste patient war nur 29 j alt.;1160;63;46;12:11:15;Donnerstag
2021-06-10;(1) hier kann man nur hoffen, dass sich verdacht nicht bestätigt. es haben sich schon zu viele an der pandemie bereichert. aufklärung tut not. ich werde auch selbst mit einigen der verdächtigten intensivmediziner sprechen. unschuldig sind auf jeden fall die pflegekräfte und ärzte https://t.co/ox2tajoekz;1313;119;200;12:11:14;Donnerstag
2021-06-10;eine bestürzende, aber sehr lesenswerte, geschichte. über das viel zu kurze qualvolle leben eines kindes.  kinder dürfen so nicht leben müssen oder sterben. in der flüchtlingspolitik müssen die hilfen und aufnahmerechte von kindern vorrang haben. https://t.co/dgitupry13;2265;239;180;01:34:34;Donnerstag
2021-06-10;hello @mlipsitch, congratulations! a major support for @cepivaccines! https://t.co/n18hwnolxk;155;5;2;00:55:17;Donnerstag
2021-06-10;die massnahmen gegen covid19 haben andere infektionskrankheiten wie grippe oder erkältungen deutlich gesenkt. im herbst und winter muss jeder selbst entscheiden, ob er durch masken und handhygiene das risiko erneut senken will. https://t.co/y5vxzhws8y;2752;245;259;00:50:23;Donnerstag
2021-06-10;in den usa sinkt die fallzahl nicht mehr, ca 28 pro 100.000/woche. grund ist wahrscheinlich der abnehmende impffortschritt. der anteil der delta (indischen) variante wächst (jetzt 6%). die wahrscheinlichkeit einer 4. welle im herbst in den us ist somit sehr hoch. https://t.co/qx4trjgdzh;1074;142;89;00:39:13;Donnerstag
2021-06-09;heute besuch covid intensivstation @chariteberlin bei prof. martin kreis, vorstand, prof. kai-uwe eckardt, leiter covid intensivstation, und prof. heyo kroemer, vorstandsvorsitzender. charité hat mega-leistung in covid versorgung gebracht. habe pflegekräften und ärzten gedankt https://t.co/wbgnr5by3z;2302;68;98;16:40:59;Mittwoch
2021-06-09;ich sehe es auch so. die indische delta variante wird leider weltweit noch eine rolle spielen. sie ist ansteckender, resistenter gegen impfstoffe und tödlicher. wir können in deutschland reagieren durch eine hohe impfquote und boosterimpfungen vulnerabler gruppen in winter https://t.co/qtmvhmflnh;1967;234;276;14:29:46;Mittwoch
2021-06-09;interessante studie der @chariteberlin mit @sander_lab zur impfwirkung bei älteren. da es trotz impfung bei älteren zu infektionen kommen kann, weil das immunsystem schwächer reagiert, könnte me im winter für ältere eine boosterimpfung notwendig werden. https://t.co/f0edz7kspy;878;133;127;13:05:35;Mittwoch
2021-06-09;ein wichtiger schritt. kritik im netz ist richtig und notwendig, auch in jeder schärfe. aber aufrufe zur gewalt, drohungen, antisemitismus und hassbotschaften müssen gesperrt werden. sie haben für die betroffenen unmittelbare konsequenzen und sind keine kavaliersdelikte. https://t.co/eeenh4hujg;3587;141;112;10:51:42;Mittwoch
2021-06-08;bin jetzt life in der #hansjessenshow zu sehen. dort beantworte ich auch zuschauerfragen. https://t.co/qnc0ghq93k;630;36;92;19:57:04;Dienstag
2021-06-08;(2) viele länder europas haben doppelt so viele menschen verloren. auch die usa liegen viel höher. viele asiatische länder haben weniger opfer, aber dort konnten die grenzen geschlossen werden. insgesamt ist bilanz von deutschland positiv, auch wenn jedes opfer eines zu viel ist;1851;71;96;14:20:17;Dienstag
2021-06-08;(1) die studie der uni tübingen und jerusalem ist wichtig. sie zeigt, wie gefährlich covid ist, ohne lockdown hätte es katastrophe gegeben. es zeigt sich auch: deutschland kam vergleichbar gut durch die krise. mit einer übersterblichkeit von nur 4% gilt: https://t.co/68lrydu28q;2333;236;146;14:20:17;Dienstag
2021-06-08;erstaunlich, wie schnell inzidenz in uk ansteigt trotz hoher impfquote. die delta (indische) variante wird im herbst wahrscheinlich auch bei uns wichtig werden. sie komplett zu vermeiden scheint mir unrealistisch. entscheidend ist eine sehr hohe impfquote, das senkt sterblichkeit https://t.co/hcwtxiugtk;3548;572;321;00:51:10;Dienstag
2021-06-07;jeder weiss und freut sich darüber, dass in england fallzahlen und krankenhauseinweisungen stark sanken. trotzdem ist es relevant, wenn 1% der covid kinder in ein krankenhaus müssen. weil in deutschland impfung für kinder nicht empfohlen wird, da covid für kinder harmlos sei. https://t.co/xpommyzkug;2166;215;203;19:09:58;Montag
2021-06-07;die daten aus uk zu covid bei kindern sind beunruhigend. 1% der covid kinder müssen ins krankenhaus. der anteil von kindern bei krankenhaus covid patienten steigt. covid trifft auch kinder hart. die diskussion über impfungen von kindern darf nicht ideologisch geführt werden. https://t.co/h1rr8kiwjk;2442;542;282;15:46:06;Montag
2021-06-07;das sehe ich genau so. die gute nachricht ist die niederlage der afd. die schlechte nachricht: ohne ehrgeizige klimaschutzziele kann man wahlen gewinnen. das können wir uns nicht mehr oft leisten. die klimakipppunkte werden sonst überschritten. https://t.co/tuwlgic4jy;1764;107;124;15:33:21;Montag
2021-06-07;nach wie vor faszinierend zu lesen, wie @c_drosten zu dem spezialisten über coronaviren wurde. aus meiner sicht ist es ganz klar, dass deutschland viel mehr opfer in der pandemie gehabt hätte, wenn es @c_drosten nicht gegeben hätte. https://t.co/efe834gcdk;16644;1166;638;15:21:23;Montag
2021-06-07;niemand wird dich für linksextrem halten nur weil der rechtsextreme afd landesverband dich so bezeichnet. https://t.co/xk2nxl2k3j;2911;94;87;15:03:47;Montag
2021-06-07;"indische delta variante b1.617.2 ist jetzt noch einmal als gefährlicher eingestuft worden, ist klar die gefährlichste variante. ist nur mit 2 dosen impfstoff gut beherrschbar, j&amp;j unklar. ziel muss es sein, sie bis zur herdenimmunität zu verhindern. ein glück, dass sie spät kam https://t.co/6gidt6w4px";2405;433;213;12:24:56;Montag
2021-06-07;ich habe mich darüber gefreut, dass die cdu klar vor der afd liegt, weil demokratische parteien gegen die rechtspopulistische gefahr zusammen stehen müssen. daher sind solche worte eine herbe enttäuschung. die cdu darf das vertrauen der demokraten nicht enttäuschen https://t.co/glsesa2lly;2258;175;185;11:56:25;Montag
2021-06-06;das stimmt. dieser hass geht uns alle an, nicht nur @abaerbock. das ist weder intelligent noch interessant. einfach nur platter hass. auf schulhöfen ist das niveau höher. https://t.co/dvnkomjt5o;16199;1065;583;18:48:22;Sonntag
2021-06-06;herzlichen glückwunsch zu dem fulminanten sieg an reiner haselhoff. unser spd ergebnis ist zwar eine bittere enttäuschung. aber wenn demokraten gegen die rechtspopulistische afd gewinnen ist das ein sieg für uns alle. https://t.co/eotoimwbwg;7714;254;326;18:17:34;Sonntag
2021-06-06;pandemie ist leider alles andere als vorbei. globale folgen werden ohne impfung nicht enden. in lateinamerika spielt sich eine tragödie ab. russland und china scheinen mehr impfstoff zu spenden als europa. das zeigt, dass wir viel mehr produktion hätten aufbauen müssen https://t.co/hfaiznw0vf;5903;770;530;00:41:42;Sonntag
2021-06-05;sehr guter thread zur wirksamkeit unterschiedlicher impfstoffe gegen die delta variante b1.617.2 aus indien. wahrscheinlich verliert astrazeneca impfstoff nach einigen monaten hier in teilen wirkung gegen infektion und symptome. hoffentlich bleibt schutz gegen schwere krankheit https://t.co/g6xejatyza;1374;179;159;22:12:45;Samstag
2021-06-05;das ist eine me sehr gute und konservative modellierung von @jamesward73 auf grundlage der neuen daten uk zur indischen variante   eine ähnliche 4. welle könnte es auch bei uns geben. es folgt kein lockdown. aber es ist auch keine kleinigkeit. https://t.co/iemumfgbsh;992;114;119;01:01:59;Samstag
2021-06-04;die indische variante, delta, b1.617.2 ist klar die gefährlichste. sie zu verhindern muss das ziel unserer reisekontrollen sein. nach dem urlaub müssen alle neuinfektionen sequenziert werden, so dass delta ausbrüche sofort eingegrenzt werden können. https://t.co/orrpcokjh0;2663;396;280;19:25:19;Freitag
2021-06-04;zur klarstellung: das sind 0,2% der kinder in dieser altersgruppe. der anteil der covid erkrankten kinder ist viel höher und wird vom ons in studien auf 7% geschätzt. in deutschland wird die zahl als viel geringer eingeschätzt. es gibt aber bei uns keine repräsentative studie https://t.co/xy6ongvaza;1128;147;125;15:34:31;Freitag
2021-06-04;uk ons report zu #longcovid zeigt, wie weit verbreitet longcovid ist. fast 1. mio betroffene erfasst. obwohl es niemand gerne hört: auch 0,2% der 12-16 jährigen sind betroffen. wenn wir kindern keine impfung anbieten kann dies im herbst ein problem werden https://t.co/ncrpmp8lrl;2485;367;379;15:29:52;Freitag
2021-06-04;die wahrscheinlichkeit 4. welle im sommer ist sehr gering. entscheidend ist es, in innenräumen zu testen, ausnahme geimpfte/genesene. wieso sind schnelltests so wichtig? weil es mit schnelltests im innenraum kein superspreading gibt. die schnelltests übersehen kaum superspreader https://t.co/egtyjnq1m9;2857;210;254;13:56:25;Freitag
2021-06-04;gut gemachte prospektive studie der uni köln, u.a. @hallekmichael, zeigt, dass auch bei milden verlauf zwischen 12 und 27% der covid patienten #longcovid entwickeln. auch nach 4 monaten noch symptome. diese menschen brauchen hilfe, covid ist nicht vorbei https://t.co/gfbe9oq1sa;2057;331;147;00:35:04;Freitag
2021-06-03;schlechte nachrichten zur delta variante b1.617.2 ursprung indien. in uk geht beratergremium regierung jetzt davon aus: ansteckender, vielleicht tödlicher, wahrscheinlich resistenter gegen vaccine, insbesondere 1. dosis. wir impfen jetzt gegen die zeit https://t.co/uwwrzmmmax https://t.co/qd3zcx6fdt;5435;1348;679;20:46:06;Donnerstag
2021-06-03;lieber kollege. ich danke ihnen. ich denke, dass in einer nationalen notlage parteipolitik nicht angemessen ist und jeder gebraucht wird. https://t.co/benyxidzxe;6291;191;208;20:06:09;Donnerstag
2021-06-03;hier mein podcast mit dem bootshaus in köln, einem der 10  besten clubs weltweit, sehr bekannt auch in den usa. es geht um die frage wann und wie clubs wieder aufmachen können. und um die musik. kommentare willkommen https://t.co/ku3bpihjdi;999;42;95;14:46:29;Donnerstag
2021-06-03;ich kann mich immer noch nicht durchringen, @lutzvanderhorst zu heiraten. und @hazelbrugger ist auch schon vergeben... life as eternal misery. https://t.co/besuhvhj55;18787;804;394;01:48:41;Donnerstag
